class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,0.472671211,0.331562549,-0.741425693,0.999969423,0.480036527,0.313850641,-0.715293169,0.99990797,0.483327776,0.314295739,-0.715336025,0.999875844,0.48558256,0.314774603,-0.715528011,0.999902427,0.470895052,0.312160373,-0.716351986,0.999866962,0.468400002,0.311867356,-0.716494322,0.999836922,0.458389074,0.303967416,-0.716604531,0.999863744,0.488539875,0.320382595,-0.5446437,0.999734223,0.447452426,0.316144377,-0.549244821,0.999438107,0.478679866,0.348127961,-0.675674558,0.999980807,0.466713607,0.344739497,-0.676860273,0.99997437,0.533296824,0.434378415,-0.404564857,0.999935508,0.403294712,0.428961933,-0.391790807,0.999792576,0.550169289,0.584162712,-0.428309739,0.977142751,0.38524434,0.600742161,-0.444940031,0.924260557,0.565794706,0.771879911,-0.540252149,0.889777005,0.387856245,0.777255714,-0.536105752,0.790142417,0.57377708,0.810266197,-0.594821215,0.796727657,0.377871156,0.821109533,-0.58526057,0.695306718,0.561662376,0.812440038,-0.628628135,0.807530522,0.394658387,0.824028611,-0.626447976,0.711839616,0.553719461,0.800363362,-0.558735788,0.796150088,0.401830584,0.810615838,-0.555139244,0.70372659,0.50338161,0.61867404,0.001384324,0.999944687,0.428601414,0.621249318,-0.001372181,0.999843538,0.524904072,0.712833703,-0.579800665,0.943948507,0.413289398,0.712194026,-0.508050382,0.923854828,0.532110274,0.911011457,-0.246742159,0.950480402,0.415697336,0.920239449,-0.194599986,0.948578954,0.531831145,0.936870456,-0.223378375,0.78766495,0.418067634,0.939423501,-0.1731655,0.759577513,0.550570369,0.971018434,-0.44523114,0.938676,0.398860872,0.97528249,-0.405393124,0.928525388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,0.473304927,0.336601883,-0.763955534,0.999971688,0.480094641,0.318443745,-0.735068858,0.999913394,0.483638138,0.318513513,-0.735100985,0.999883235,0.486757636,0.318255216,-0.735323966,0.999908984,0.471260369,0.316911399,-0.737552762,0.99987489,0.468145281,0.31588468,-0.737703919,0.999848247,0.458977342,0.305040687,-0.737832665,0.999876559,0.49036783,0.321482033,-0.56512922,0.999740958,0.448793083,0.316098422,-0.573130786,0.999463677,0.479563087,0.352131099,-0.698150516,0.999982357,0.46723488,0.349439442,-0.701675594,0.999976575,0.533242226,0.433086723,-0.438683152,0.999935985,0.403108686,0.428358316,-0.432670325,0.999793828,0.549687445,0.584299624,-0.46648097,0.977590799,0.38591671,0.597231209,-0.464529365,0.930973709,0.566172302,0.771852851,-0.572694838,0.892083585,0.388355374,0.774851441,-0.557474494,0.808339834,0.574114263,0.809850395,-0.623120368,0.800633907,0.378519595,0.821042061,-0.605992675,0.716518819,0.562223911,0.811829746,-0.658109546,0.810886502,0.39461711,0.82312274,-0.649183512,0.731930554,0.554959059,0.799957454,-0.589909911,0.800447941,0.401763499,0.809967458,-0.577439547,0.72319144,0.503423929,0.616078913,0.000590503,0.999948204,0.427568883,0.618432641,-0.00058402,0.99985069,0.523822129,0.715987563,-0.579549074,0.952832758,0.411012888,0.713759482,-0.506572485,0.930850685,0.534147501,0.913953841,-0.254968524,0.957363605,0.415384114,0.919327676,-0.199140355,0.954662502,0.534309447,0.937831879,-0.232794687,0.808048725,0.417923361,0.938808084,-0.17724961,0.776931584,0.550877035,0.973214447,-0.46108228,0.946635962,0.398860335,0.976249099,-0.41637525,0.936673701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,0.472607136,0.33176589,-0.911560893,0.999980092,0.480487913,0.316457391,-0.883953393,0.999931037,0.485178828,0.314980775,-0.883956254,0.999910295,0.489434868,0.313501358,-0.884090483,0.999926329,0.467330247,0.314973354,-0.885074317,0.999901831,0.462441087,0.312710345,-0.88525784,0.99988687,0.458129883,0.310903907,-0.885355353,0.999906123,0.495520324,0.31239745,-0.707033157,0.999798834,0.44864136,0.313403308,-0.713653564,0.999646723,0.480280936,0.346702248,-0.844604671,0.999985754,0.462893754,0.342146009,-0.846641719,0.999980807,0.536143482,0.425533891,-0.553938925,0.999951422,0.40368858,0.42123875,-0.562675714,0.999850571,0.551613092,0.575368702,-0.54731077,0.985986769,0.38663736,0.582233906,-0.576600671,0.966869354,0.567433894,0.760432899,-0.616752207,0.929244936,0.385479629,0.758854806,-0.660724699,0.889876306,0.574927866,0.799920321,-0.658309817,0.854831636,0.375442207,0.804059625,-0.706026733,0.813134789,0.563212335,0.80135113,-0.691643178,0.861433029,0.3933236,0.807122111,-0.747745931,0.823554754,0.556403875,0.791261315,-0.631495357,0.850871563,0.399281681,0.794829428,-0.679580629,0.81483978,0.510902941,0.593133867,-0.000536982,0.999946356,0.435427934,0.594286382,0.000471286,0.999821484,0.522736549,0.73560226,-0.437950462,0.941997886,0.423260659,0.737166286,-0.249657214,0.894702494,0.533278227,0.906619072,-0.139747545,0.943008244,0.414403051,0.923106015,0.053812992,0.925132275,0.53065002,0.930281222,-0.120807841,0.770151973,0.416059136,0.94279182,0.072485663,0.705503345,0.548703492,0.972665906,-0.336432129,0.922469914,0.398642957,0.979141235,-0.139803395,0.892307281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,0.47379899,0.334499955,-0.934449017,0.999990344,0.481659532,0.317373008,-0.913392186,0.999967158,0.486397237,0.315544665,-0.913375735,0.999956429,0.490782559,0.313353926,-0.913565755,0.999964535,0.468880713,0.316424161,-0.915882349,0.999956787,0.464086086,0.314059675,-0.916056454,0.999950349,0.459429324,0.311649978,-0.916135132,0.999959469,0.497215986,0.308695883,-0.745240092,0.999898255,0.449754238,0.308957577,-0.759443164,0.999855936,0.481474519,0.347157896,-0.867748976,0.999991119,0.464612186,0.345674574,-0.871857166,0.999989927,0.538737655,0.414624691,-0.579258025,0.99995482,0.405794591,0.407331109,-0.587753117,0.9999156,0.556490839,0.567804277,-0.561136246,0.99070847,0.385870099,0.576842725,-0.577040613,0.982532501,0.567641199,0.750199854,-0.62811029,0.957650423,0.384861916,0.74534744,-0.657539785,0.938185334,0.57553184,0.787129939,-0.673725247,0.900289595,0.372368783,0.786883473,-0.705090106,0.877972245,0.563093185,0.789283335,-0.708837152,0.904900789,0.392462105,0.789696395,-0.747079313,0.885048449,0.555248678,0.779889643,-0.64390409,0.896818042,0.399384081,0.777258396,-0.675994992,0.879107118,0.51522094,0.566274464,0.003267979,0.999940455,0.440369844,0.564880311,-0.003473798,0.999872804,0.532273889,0.7464481,-0.19966425,0.919365764,0.425765038,0.727355421,-0.18798925,0.890115857,0.534586072,0.912833512,0.136203811,0.918294847,0.413003296,0.920731306,0.109436415,0.926284194,0.532253504,0.910398304,0.160199299,0.708161712,0.415578783,0.940166712,0.1299503,0.636294901,0.551604271,0.970008552,-0.004557155,0.889758945,0.394643247,0.98196125,-0.063806109,0.8934443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.472528964,0.153990999,-0.837857068,0.999980927,0.479254633,0.138079435,-0.813853264,0.999948323,0.48334536,0.137918413,-0.813859582,0.999932647,0.487596869,0.137744233,-0.814010322,0.999943018,0.46718657,0.136611015,-0.814840496,0.999962151,0.4626728,0.135552242,-0.815050364,0.99996084,0.458043426,0.134475544,-0.81515497,0.999971688,0.492016673,0.142692447,-0.632440686,0.999833465,0.44964987,0.139394909,-0.640887678,0.999944091,0.479968429,0.170430899,-0.768056631,0.999972224,0.464090705,0.167876169,-0.770768881,0.999980927,0.530084431,0.27385366,-0.471482873,0.999761701,0.40569821,0.264984995,-0.46678254,0.999951303,0.54610765,0.415289521,-0.400094777,0.962800741,0.388635606,0.424723119,-0.397162944,0.987330616,0.557700634,0.566499829,-0.491914779,0.78632611,0.380893111,0.571648479,-0.487076253,0.944279492,0.563066125,0.609936297,-0.534068108,0.656260252,0.375590175,0.615536809,-0.525740385,0.879187644,0.557846427,0.612112641,-0.58155477,0.663017571,0.383522451,0.620131373,-0.58021307,0.886806965,0.553277433,0.592032254,-0.512584567,0.657093585,0.386988938,0.60134846,-0.509968996,0.881430209,0.510483146,0.480424881,-0.008206592,0.999494672,0.437659979,0.476403713,0.008004894,0.999588966,0.521799445,0.706059813,-0.054664806,0.882544279,0.428207934,0.700671852,-0.004138989,0.868730068,0.52823478,0.901164711,0.172137469,0.884169042,0.424948394,0.89542526,0.219381884,0.895372152,0.527533114,0.925397754,0.181903943,0.54537797,0.427313924,0.923205853,0.229899228,0.554070175,0.536301315,0.965614736,-0.022900648,0.843432069,0.412917584,0.964392602,0.017678233,0.863999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.471422255,0.143919095,-0.730090201,0.999983907,0.478143185,0.127550706,-0.705274999,0.999956489,0.481974274,0.127331227,-0.705303252,0.999943495,0.486437738,0.127080962,-0.705420017,0.999952018,0.465544105,0.126465634,-0.705854833,0.999967396,0.460804611,0.125623152,-0.706037998,0.999966323,0.455799073,0.124661319,-0.706120193,0.999975443,0.491397679,0.13339968,-0.531675696,0.999858439,0.448518723,0.130344152,-0.538273335,0.999951303,0.479257077,0.160897553,-0.664351225,0.999976456,0.463067889,0.158985645,-0.666471362,0.999983609,0.530339837,0.267941892,-0.390690893,0.999779403,0.40607655,0.260578752,-0.387809336,0.999950051,0.546240687,0.419395328,-0.323947251,0.963635921,0.387503684,0.423947066,-0.327787995,0.988143206,0.558150411,0.569400132,-0.414588839,0.801794171,0.38040024,0.568191946,-0.430549711,0.947319508,0.563435674,0.611220896,-0.458089113,0.673123002,0.374130458,0.611133277,-0.470203042,0.88473326,0.55875361,0.614544094,-0.502486825,0.680795372,0.38301751,0.616336644,-0.523017764,0.892252743,0.553780973,0.596117616,-0.434336543,0.676019371,0.386769682,0.598680019,-0.452881604,0.887433171,0.509441257,0.488350213,-0.007962476,0.999495506,0.437613785,0.486760736,0.007748073,0.999573708,0.521432817,0.713313222,-0.04486239,0.890433311,0.421782851,0.717319667,0.003772492,0.875244617,0.526723146,0.899555922,0.184010342,0.890627801,0.419276118,0.903209925,0.217016444,0.891220093,0.525861502,0.92196846,0.194115207,0.556992769,0.422902822,0.922537923,0.227316901,0.531453967,0.536615193,0.964323401,0.001745687,0.847080171,0.411615521,0.970672846,0.02318877,0.853859961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.470023632,0.138540596,-0.677653968,0.999986708,0.477190793,0.122082084,-0.652528942,0.999964178,0.480958253,0.122217149,-0.652556539,0.999953866,0.485417873,0.122253142,-0.65263176,0.999960542,0.46398142,0.12046472,-0.653737664,0.999972463,0.45911777,0.119917274,-0.653906703,0.999971628,0.454146743,0.119524918,-0.653982341,0.9999789,0.490902305,0.129782006,-0.484330535,0.999884367,0.448166072,0.127002567,-0.49490577,0.999958515,0.478450209,0.155968517,-0.614543378,0.999980807,0.46158576,0.153991312,-0.617800236,0.99998641,0.528599977,0.265480399,-0.356794238,0.999810636,0.406677425,0.258784205,-0.347813368,0.999946654,0.546806276,0.419450343,-0.28391996,0.968413711,0.386522651,0.421789289,-0.279879123,0.988824785,0.557527304,0.569719315,-0.372025043,0.8361696,0.380035937,0.560878813,-0.382683396,0.951462448,0.563624978,0.608560145,-0.415161729,0.72062546,0.372428,0.598884463,-0.419893265,0.893299639,0.558166981,0.612160444,-0.457511336,0.727870286,0.382373154,0.603077233,-0.471442521,0.900406241,0.552971184,0.595733821,-0.390254855,0.722888887,0.386398107,0.588375747,-0.404153556,0.896211445,0.508792996,0.496672183,-0.009825759,0.999477625,0.438523263,0.495390803,0.009673442,0.999531686,0.520812452,0.71768415,-0.03072927,0.898545682,0.420975417,0.720848024,0.006558951,0.881492972,0.52669239,0.902215779,0.203641117,0.89106071,0.420569241,0.903298318,0.23624222,0.882280171,0.525223255,0.922463179,0.21446088,0.564092636,0.426799297,0.923890054,0.250216722,0.508996725,0.533259153,0.962420404,0.027915481,0.842416704,0.416829735,0.970873594,0.035926856,0.836770594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.468251616,0.131450221,-0.573054969,0.999988973,0.476001292,0.114788808,-0.547528625,0.999970198,0.479772508,0.115295701,-0.547573745,0.999961972,0.484190494,0.115797177,-0.547604382,0.999967158,0.462433398,0.113060758,-0.549022913,0.999976158,0.457502782,0.112747192,-0.549152851,0.999975443,0.452540427,0.112621777,-0.549227238,0.999981284,0.489964455,0.12391635,-0.382668436,0.999906301,0.447542787,0.121765748,-0.3944076,0.999963701,0.477341264,0.150393322,-0.511600852,0.999984443,0.459828675,0.149093121,-0.51518935,0.999988675,0.527674615,0.266132712,-0.261077434,0.999836683,0.407070965,0.256554097,-0.266690522,0.999941349,0.547068238,0.420037448,-0.175223902,0.972620428,0.385687381,0.41994521,-0.19869715,0.988556683,0.556536853,0.570029557,-0.275010616,0.866142094,0.379657716,0.557745993,-0.313434124,0.952940941,0.564259887,0.608041704,-0.315930605,0.764354706,0.371508241,0.596396804,-0.351299703,0.897495031,0.55764395,0.611233711,-0.358928949,0.771277428,0.381726921,0.600611985,-0.402813226,0.904738963,0.552191734,0.596210122,-0.293965578,0.766224742,0.386007488,0.586947024,-0.335383713,0.901676476,0.506516695,0.51238507,-0.008575565,0.99942112,0.439527452,0.510563433,0.008452482,0.999440253,0.520470142,0.728347659,-0.028760053,0.904918313,0.421057582,0.732510746,-0.006780742,0.88525641,0.525549769,0.91034919,0.235393256,0.884315372,0.419974566,0.91412735,0.239974707,0.867191494,0.523293197,0.927570879,0.249754682,0.552184403,0.424429148,0.934857547,0.251324832,0.486948758,0.531268537,0.964968145,0.066407777,0.828024924,0.421921968,0.973100424,0.054290723,0.815762401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.46541971,0.123778962,-0.484601498,0.999989808,0.474039823,0.106886648,-0.458486915,0.999972999,0.47810638,0.107590809,-0.458589405,0.999966145,0.482382894,0.108067669,-0.458636612,0.999969482,0.459433109,0.104669601,-0.456242859,0.999975145,0.454098076,0.104279011,-0.456330895,0.999973595,0.44946903,0.104169704,-0.456405103,0.999978185,0.488983631,0.116668463,-0.296021461,0.999923527,0.446052939,0.114500023,-0.289371431,0.999959528,0.475299031,0.143574789,-0.424468845,0.999987304,0.456760764,0.143205404,-0.422683775,0.999989748,0.527000487,0.265391588,-0.195512727,0.99986583,0.408076197,0.254826069,-0.155218482,0.999932587,0.54709357,0.421413481,-0.125021622,0.975350857,0.384089798,0.414771497,-0.08434055,0.985619068,0.553559184,0.560966015,-0.251879454,0.90048945,0.37825191,0.546193957,-0.225745395,0.949916482,0.56361866,0.59791404,-0.300092101,0.817410111,0.371599078,0.588451445,-0.264412761,0.896837354,0.555008531,0.59948951,-0.34419015,0.824193239,0.381010234,0.590512216,-0.319933683,0.904683948,0.549329102,0.590184212,-0.271895826,0.818387032,0.384815484,0.576796293,-0.249766111,0.903138399,0.502052128,0.525649309,-0.016988119,0.999249578,0.438157707,0.523420453,0.016939469,0.999211848,0.525404751,0.746284008,-0.072009802,0.877080679,0.419916511,0.754247725,-0.023767149,0.852104783,0.526330471,0.931437731,0.160717696,0.799147725,0.407885849,0.940725625,0.18053624,0.769403458,0.524788022,0.945854783,0.170974985,0.467071533,0.410671383,0.968081236,0.191942915,0.407459497,0.527222514,0.980841935,-0.018021712,0.713925302,0.399631053,1.001694202,-0.015155408,0.703979611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.462513596,0.12468832,-0.447273701,0.999990165,0.471319348,0.107484564,-0.41982758,0.99997443,0.476013571,0.108126022,-0.419923812,0.999969065,0.479611963,0.10861861,-0.419958711,0.999971151,0.456700414,0.105632566,-0.419492066,0.999973834,0.451229244,0.105397619,-0.419562727,0.999972224,0.447035253,0.105347618,-0.419628352,0.999975741,0.487009197,0.117679402,-0.25503853,0.999934554,0.444348782,0.115943126,-0.257087618,0.999956369,0.472248703,0.144286826,-0.386538863,0.999989033,0.454073489,0.14385967,-0.387214184,0.999990284,0.525423467,0.265704691,-0.14537628,0.999892652,0.409296125,0.25378713,-0.137563854,0.999923587,0.546446681,0.421550602,-0.060525682,0.978212416,0.382547975,0.410336137,-0.070989966,0.98207891,0.552625716,0.556540251,-0.190969929,0.923254192,0.37769112,0.540852666,-0.210291907,0.947710276,0.561017275,0.592126787,-0.236262798,0.856066525,0.372154802,0.579765558,-0.250214309,0.89711982,0.552289486,0.594003201,-0.281465411,0.862087786,0.381118447,0.580815196,-0.302946687,0.904777527,0.546734571,0.582821846,-0.211443171,0.855080605,0.384787858,0.567889273,-0.232965454,0.902488112,0.499057859,0.526894629,-0.01087238,0.999230862,0.43868044,0.524863422,0.010819103,0.999086857,0.5205881,0.74962461,-0.085466094,0.876616418,0.423395872,0.755691171,-0.040793963,0.839731276,0.521460176,0.93721348,0.158150613,0.774309516,0.411614746,0.939403772,0.184966266,0.727046251,0.520975769,0.952321708,0.170771152,0.42367509,0.414962083,0.964605451,0.197668552,0.369094521,0.512722433,0.986461461,-0.021032199,0.673096657,0.416304052,0.978744268,-0.008116789,0.65590924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.460250318,0.127239093,-0.435630649,0.999990284,0.468849003,0.111691132,-0.409017235,0.999974966,0.474037647,0.112598896,-0.409108609,0.999970376,0.477703035,0.113397934,-0.409169346,0.999972284,0.454332739,0.110041633,-0.407262206,0.999972701,0.449384153,0.109958231,-0.407313406,0.999970794,0.445413619,0.110076457,-0.407347411,0.999973774,0.484643936,0.123344451,-0.243699834,0.999940574,0.442673683,0.12208911,-0.239262581,0.999951482,0.469779134,0.146864086,-0.374230713,0.999989569,0.45191744,0.146672681,-0.373059839,0.999989927,0.524353445,0.266200095,-0.141347602,0.999908805,0.40981558,0.254241437,-0.108064353,0.999915898,0.546112776,0.420012414,-0.068515062,0.980245888,0.381949544,0.404413849,-0.040838413,0.978227317,0.551833451,0.55109638,-0.206738517,0.934930384,0.377563477,0.52979058,-0.184651196,0.943094373,0.56008476,0.586357594,-0.255151689,0.876341224,0.372786582,0.569566846,-0.225785851,0.892288744,0.551401794,0.588681698,-0.301197261,0.881771266,0.381008714,0.569764555,-0.279812753,0.900040865,0.545940578,0.576710641,-0.227534533,0.873949111,0.384446383,0.55733037,-0.208359733,0.896453023,0.496694177,0.529045999,-0.012324347,0.999260068,0.437895477,0.526511729,0.012256161,0.99906069,0.518982708,0.752969623,-0.095282525,0.875222504,0.422824383,0.761897087,-0.047816429,0.836032271,0.520732641,0.944590807,0.137836784,0.765925407,0.404928207,0.947762609,0.155754343,0.71780771,0.519612968,0.959418774,0.148373261,0.403064609,0.406583667,0.974002182,0.165347889,0.356621534,0.51337254,0.992160141,-0.051732607,0.65844816,0.400149047,1.010753393,-0.046135142,0.643979251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.457877547,0.139982149,-0.341914952,0.999986708,0.465636671,0.125509977,-0.314402759,0.9999668,0.47044304,0.125870422,-0.314502597,0.999963343,0.47490415,0.126072109,-0.314568341,0.999965847,0.451905489,0.126133591,-0.313040793,0.999958158,0.447607428,0.126740813,-0.313059837,0.999954581,0.443854779,0.127489701,-0.313074023,0.999958396,0.481831044,0.135697737,-0.151903808,0.999939501,0.440366954,0.137068525,-0.147124141,0.999917805,0.467666686,0.157706037,-0.281809539,0.999987185,0.450137675,0.158590212,-0.280486345,0.999985039,0.522189915,0.2662642,-0.062019873,0.999938548,0.410050124,0.260159582,-0.029485995,0.999882936,0.544586718,0.411067277,-0.013312866,0.98303324,0.381527424,0.40177995,0.021177614,0.967841923,0.549944818,0.541178405,-0.177276954,0.953878343,0.377829731,0.530832231,-0.133741856,0.936488926,0.558655441,0.57641232,-0.232040286,0.911347032,0.37225762,0.567131281,-0.181506813,0.886521399,0.55019623,0.577223957,-0.279624045,0.91530472,0.380061895,0.568938136,-0.235006005,0.894467771,0.544441879,0.565108061,-0.200314596,0.905975699,0.383978277,0.558266819,-0.158338398,0.888837278,0.495572209,0.532596707,-0.022313032,0.999335825,0.433550745,0.531061292,0.022404192,0.999000549,0.516065955,0.75982219,-0.114372931,0.901673794,0.414068192,0.769214988,-0.050798129,0.853411496,0.520901322,0.952235818,0.113940246,0.801403999,0.406139493,0.948669612,0.145836875,0.746912599,0.520493865,0.964012265,0.123273775,0.365145773,0.409145325,0.984898329,0.154272482,0.380688906,0.516732812,1.010334373,-0.087141201,0.688781142,0.397195876,1.022590637,-0.055765949,0.677564502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.457586735,0.142665848,-0.285772324,0.999986351,0.465221077,0.128410697,-0.258112848,0.999966085,0.469950289,0.128744334,-0.25820604,0.999962986,0.474480569,0.129022539,-0.258270204,0.999965727,0.451576054,0.128647149,-0.25738284,0.999956131,0.447312236,0.129106894,-0.257383138,0.999952316,0.44355315,0.129531443,-0.257376969,0.999956369,0.481346309,0.139090151,-0.101691782,0.999940753,0.439714938,0.139869243,-0.099788472,0.999914587,0.467459828,0.159843773,-0.228279442,0.999986529,0.449863404,0.160390958,-0.227723256,0.999983668,0.5212695,0.26608479,-0.021695955,0.999947369,0.410294861,0.260950327,0.00084636,0.999881029,0.541826487,0.409153402,0.018319454,0.982659042,0.38153097,0.400468796,0.039155107,0.96619904,0.548791826,0.539629757,-0.142177477,0.958429873,0.378132582,0.526962221,-0.114712916,0.935325205,0.557514727,0.573978603,-0.195789099,0.920153797,0.371988744,0.563186049,-0.164163247,0.885813773,0.549368322,0.57509315,-0.242612779,0.923732579,0.379990458,0.564637125,-0.214494362,0.893442988,0.543712437,0.563247085,-0.165095344,0.913908422,0.384076089,0.554864883,-0.138564184,0.887126803,0.496522158,0.532277405,-0.01671211,0.999395311,0.432338625,0.529889762,0.016826039,0.999056995,0.515737057,0.759007633,-0.109268986,0.912713468,0.412891001,0.768398166,-0.049944747,0.867349744,0.521192372,0.951352537,0.099309303,0.81544739,0.403722405,0.947067678,0.137482971,0.763067484,0.520454407,0.963383615,0.106822282,0.356226474,0.407665461,0.979183674,0.145117074,0.386291862,0.52003175,1.007539272,-0.097966783,0.701849699,0.395201355,1.020941019,-0.05763131,0.693863571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0.457952946,0.164689466,-0.238264859,0.999982595,0.464808643,0.151697874,-0.212051913,0.999957681,0.469195038,0.151978001,-0.212136701,0.999955475,0.473499268,0.152242675,-0.212215036,0.999959767,0.45157373,0.15219444,-0.211666182,0.999943912,0.44745779,0.152736723,-0.211669341,0.99993968,0.443727702,0.153421298,-0.211651057,0.999945223,0.479460925,0.161609605,-0.062225647,0.999930203,0.438497394,0.164236411,-0.060733788,0.999894559,0.467213482,0.181193396,-0.182958171,0.999979854,0.449808985,0.182643339,-0.18248415,0.999973655,0.519169748,0.277676493,0.022500623,0.999953687,0.411816418,0.275674254,0.013788674,0.999880135,0.538401842,0.412249893,0.061406553,0.975986302,0.38278392,0.401868254,0.044904705,0.966649294,0.548745573,0.53514868,-0.076386094,0.959593654,0.377913535,0.523145437,-0.101883821,0.935380936,0.557272494,0.568784118,-0.122940555,0.923874497,0.369423062,0.558878422,-0.152127936,0.886907697,0.54940784,0.569772184,-0.171462238,0.927402377,0.377882451,0.560008049,-0.198735923,0.893528104,0.544020176,0.558716416,-0.10008432,0.915636182,0.382606477,0.55084759,-0.124821715,0.885764778,0.498214245,0.53412199,0.000690999,0.99946779,0.432926625,0.530424178,-0.000532122,0.999211311,0.514756203,0.752694547,-0.07920824,0.93050915,0.412627608,0.754554689,-0.075010099,0.900161624,0.521707237,0.9360708,0.110740148,0.833454847,0.397351205,0.943395674,0.087246358,0.799608469,0.516828418,0.948995352,0.118742406,0.353716016,0.396260947,0.952129066,0.092670262,0.377408355,0.530782104,1.000508904,-0.075027786,0.721334875,0.38849169,1.008342385,-0.108523257,0.724377215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
